InternalId;StatusName;LoadDate
238;Done;2024-04-21 06:16:20.000
239;New;2024-04-21 12:00:00.000
240;New;2024-04-18 18:00:00.000
240;Handed to courier;2024-04-20 05:59:41.000
240;Cancelled;2024-04-20 19:27:44.000
241;New;2024-04-21 12:00:00.000
242;New;2024-03-23 14:41:00.000
242;Handed to courier;2024-03-24 14:00:29.000
242;Done;2024-03-26 00:28:21.000
243;New;2024-04-14 16:00:00.000
243;Handed to courier;2024-04-15 11:38:29.000
243;In Progress;2024-04-15 19:51:48.000
244;New;2024-04-19 19:00:00.000
244;Handed to courier;2024-04-20 05:48:11.000
244;In Progress;2024-04-21 11:21:48.000
244;Done;2024-04-20 19:45:45.000
245;New;2024-04-20 11:00:00.000
246;New;2024-04-13 16:00:00.000
246;Handed to courier;2024-04-14 14:56:34.000
246;In Progress;2024-04-14 11:30:25.000
246;Done;2024-04-15 08:17:14.000
247;New;2024-04-16 19:30:00.000
247;Handed to courier;2024-04-17 11:03:17.000
247;Cancelled;2024-04-18 13:55:49.000
248;New;2024-04-11 19:30:00.000
248;Handed to courier;2024-04-13 16:14:14.000
248;In Progress;2024-04-14 04:36:31.000
248;Cancelled;2024-04-15 17:40:01.000
249;New;2024-04-13 16:30:00.000
249;Handed to courier;2024-04-14 09:45:46.000
249;Cancelled;2024-04-13 20:01:29.000
250;New;2024-04-11 15:00:00.000
250;Handed to courier;2024-04-11 20:40:51.000
250;In Progress;2024-04-12 15:27:33.000
250;Done;2024-04-14 08:55:08.000
251;New;2024-04-14 16:30:00.000
251;Handed to courier;2024-04-16 02:45:56.000
251;Done;2024-04-17 13:18:22.000
252;New;2024-04-12 15:00:00.000
252;Handed to courier;2024-04-13 02:44:30.000
253;New;2024-04-09 15:00:00.000
253;Handed to courier;2024-04-10 12:34:57.000
253;In Progress;2024-04-12 05:34:18.000
254;New;2024-04-09 11:30:00.000
254;Handed to courier;2024-04-09 19:40:06.000
254;Done;2024-04-11 01:55:32.000
255;New;2024-04-07 15:00:00.000
256;New;2024-04-11 15:00:00.000
256;Handed to courier;2024-04-11 16:37:42.000
256;Done;2024-04-12 01:24:02.000
257;New;2024-04-09 18:00:00.000
257;Handed to courier;2024-04-10 08:04:45.000
257;In Progress;2024-04-11 21:47:17.000
258;New;2024-03-30 15:00:00.000
258;Handed to courier;2024-03-31 05:37:13.000
258;Done;2024-03-31 21:02:13.000
259;New;2024-04-06 18:00:00.000
260;New;2024-04-04 10:30:00.000
260;Handed to courier;2024-04-04 14:30:39.000
260;Done;2024-04-04 23:04:04.000
261;New;2024-04-04 09:00:00.000
262;New;2024-04-08 11:30:00.000
262;Handed to courier;2024-04-09 10:04:56.000
262;In Progress;2024-04-09 09:55:34.000
263;New;2024-04-06 16:00:00.000
263;Handed to courier;2024-04-07 05:30:35.000
263;In Progress;2024-04-09 21:08:38.000
263;Done;2024-04-12 09:53:39.000
264;New;2024-04-07 16:00:00.000
264;Handed to courier;2024-04-08 11:55:46.000
265;New;2024-04-02 10:30:00.000
265;Handed to courier;2024-04-02 10:40:17.000
265;In Progress;2024-04-04 03:11:49.000
265;Done;2024-04-05 16:18:05.000
266;New;2024-04-11 13:00:00.000
266;Handed to courier;2024-04-12 02:21:50.000
266;Cancelled;2024-04-14 07:45:09.000
267;New;2024-04-10 13:00:00.000
267;Handed to courier;2024-04-12 09:01:21.000
268;New;2024-04-03 19:00:00.000
268;Handed to courier;2024-04-04 00:03:50.000
268;In Progress;2024-04-04 23:50:03.000
268;Done;2024-04-04 22:17:02.000
269;New;2024-03-29 19:00:00.000
270;New;2024-03-30 15:00:00.000
270;Handed to courier;2024-03-31 05:50:21.000
270;Done;2024-03-30 18:44:00.000
271;New;2024-03-29 15:00:00.000
272;New;2024-04-05 18:00:00.000
272;Handed to courier;2024-04-05 22:33:39.000
272;Done;2024-04-05 21:45:44.000
273;New;2024-03-28 18:07:00.000
274;New;2024-04-03 15:00:00.000
275;New;2024-03-29 15:00:00.000
275;Handed to courier;2024-03-29 15:20:41.000
276;New;2024-03-29 15:00:00.000
276;Handed to courier;2024-03-29 21:06:08.000
276;In Progress;2024-03-31 11:13:53.000
276;Done;2024-03-31 19:44:31.000
277;New;2024-03-28 15:00:00.000
277;Handed to courier;2024-03-29 11:10:16.000
277;Done;2024-03-30 04:03:01.000
278;New;2024-03-28 18:07:00.000
278;Handed to courier;2024-03-29 11:58:13.000
278;In Progress;2024-03-31 17:32:39.000
278;Done;2024-03-31 03:50:26.000
279;New;2024-03-29 15:00:00.000
280;New;2024-03-28 16:30:00.000
280;Handed to courier;2024-03-29 15:25:45.000
280;In Progress;2024-03-31 05:55:37.000
281;New;2024-03-26 16:30:00.000
281;Handed to courier;2024-03-28 16:14:19.000
281;In Progress;2024-03-29 09:55:17.000
281;Cancelled;2024-03-30 14:55:08.000
282;New;2024-01-08 10:00:00.000
282;Handed to courier;2024-01-09 17:08:51.000
282;In Progress;2024-01-11 18:08:28.000
282;Done;2024-01-13 07:50:38.000
283;New;2024-03-25 18:10:00.000
283;Handed to courier;2024-03-26 07:13:37.000
284;New;2024-03-27 15:00:00.000
284;Handed to courier;2024-03-27 23:19:10.000
284;Done;2024-03-28 02:13:39.000
285;New;2024-03-26 09:00:00.000
286;New;2024-03-27 15:00:00.000
286;Handed to courier;2024-03-28 12:50:20.000
286;Cancelled;2024-03-27 23:04:55.000
287;New;2024-03-27 18:10:00.000
287;Handed to courier;2024-03-28 03:02:35.000
287;In Progress;2024-03-28 17:56:02.000
287;Done;2024-03-28 22:13:30.000
288;New;2024-03-22 18:00:00.000
288;Handed to courier;2024-03-24 17:54:14.000
288;Cancelled;2024-03-25 09:13:26.000
289;New;2024-03-22 16:35:00.000
290;New;2024-03-23 16:35:00.000
291;New;2024-03-22 14:41:00.000
291;Handed to courier;2024-03-22 22:04:48.000
291;Done;2024-03-23 16:28:21.000
292;New;2024-03-18 18:00:00.000
292;Handed to courier;2024-03-18 20:29:10.000
292;In Progress;2024-03-20 00:46:56.000
292;Done;2024-03-21 07:30:36.000
293;New;2024-03-18 18:30:00.000
293;Handed to courier;2024-03-19 04:22:47.000
293;Done;2024-03-20 11:23:04.000
294;New;2024-03-21 09:00:00.000
295;New;2024-03-15 18:30:00.000
295;Handed to courier;2024-03-15 20:04:47.000
296;New;2024-03-19 13:00:00.000
296;Handed to courier;2024-03-20 04:25:23.000
296;In Progress;2024-03-20 07:56:24.000
296;Done;2024-03-20 12:03:57.000
297;New;2024-03-17 19:00:00.000
297;Handed to courier;2024-03-19 07:31:17.000
297;In Progress;2024-03-19 21:07:11.000
297;Done;2024-03-22 07:32:03.000
298;New;2024-03-20 13:00:00.000
298;Handed to courier;2024-03-20 21:00:50.000
298;Done;2024-03-21 02:20:05.000
299;New;2024-03-18 11:00:00.000
299;Handed to courier;2024-03-19 06:51:28.000
300;New;2024-03-16 19:00:00.000
300;Handed to courier;2024-03-17 23:49:47.000
300;In Progress;2024-03-18 23:41:04.000
300;Done;2024-03-21 15:37:13.000
301;New;2024-03-18 11:00:00.000
302;New;2024-03-15 12:00:00.000
302;Handed to courier;2024-03-15 21:43:58.000
302;Done;2024-03-17 21:12:57.000
303;New;2024-03-11 18:00:00.000
303;Handed to courier;2024-03-12 08:04:51.000
303;Done;2024-03-14 04:12:54.000
304;New;2024-03-14 12:00:00.000
304;Handed to courier;2024-03-15 11:05:08.000
305;New;2024-03-14 11:00:00.000
306;New;2024-03-11 19:00:00.000
306;Handed to courier;2024-03-11 20:54:42.000
306;In Progress;2024-03-14 07:04:26.000
306;Done;2024-03-14 21:34:39.000
307;New;2024-03-13 19:00:00.000
307;Handed to courier;2024-03-14 14:18:16.000
307;In Progress;2024-03-16 09:37:22.000
307;Done;2024-03-16 17:21:42.000
308;New;2024-03-16 18:00:00.000
308;Handed to courier;2024-03-18 04:16:30.000
308;Done;2024-03-18 20:33:30.000
309;New;2024-03-12 09:00:00.000
309;Handed to courier;2024-03-13 12:47:38.000
310;New;2024-03-10 15:00:00.000
310;Handed to courier;2024-03-11 02:37:12.000
310;In Progress;2024-03-12 17:15:35.000
310;Done;2024-03-14 06:10:00.000
311;New;2024-03-13 09:00:00.000
311;Handed to courier;2024-03-13 19:22:42.000
311;Done;2024-03-14 16:13:43.000
312;New;2024-03-08 17:30:00.000
312;Handed to courier;2024-03-09 12:37:21.000
312;In Progress;2024-03-08 17:50:26.000
312;Done;2024-03-10 10:44:01.000
313;New;2024-03-16 11:00:00.000
313;Handed to courier;2024-03-17 00:17:35.000
313;In Progress;2024-03-16 17:29:06.000
314;New;2024-03-08 19:00:00.000
314;Handed to courier;2024-03-09 04:55:51.000
314;In Progress;2024-03-09 12:21:42.000
315;New;2024-03-08 12:00:00.000
315;Handed to courier;2024-03-08 14:58:34.000
315;In Progress;2024-03-08 16:08:19.000
315;Done;2024-03-09 16:23:07.000
316;New;2024-03-07 17:30:00.000
316;Handed to courier;2024-03-08 04:24:47.000
316;Done;2024-03-10 05:11:00.000
317;New;2024-03-08 15:00:00.000
317;Handed to courier;2024-03-09 01:19:40.000
317;Done;2024-03-10 11:31:56.000
318;New;2024-03-10 19:00:00.000
318;Handed to courier;2024-03-11 10:44:52.000
318;In Progress;2024-03-10 21:13:52.000
319;New;2024-03-13 12:00:00.000
319;Handed to courier;2024-03-14 00:28:54.000
319;In Progress;2024-03-13 15:13:52.000
319;Done;2024-03-14 16:57:58.000
320;New;2024-03-05 10:00:00.000
320;Handed to courier;2024-03-06 03:26:46.000
320;In Progress;2024-03-06 16:47:31.000
320;Cancelled;2024-03-08 13:07:05.000
321;New;2024-03-08 18:05:00.000
321;Handed to courier;2024-03-09 20:03:00.000
321;In Progress;2024-03-11 00:03:27.000
322;New;2024-03-03 18:05:00.000
322;Handed to courier;2024-03-05 11:51:28.000
322;In Progress;2024-03-06 02:27:01.000
322;Done;2024-03-08 16:33:35.000
323;New;2024-03-06 10:00:00.000
323;Handed to courier;2024-03-06 19:59:16.000
323;In Progress;2024-03-08 01:05:36.000
323;Done;2024-03-11 02:25:21.000
324;New;2024-02-29 08:00:00.000
324;Handed to courier;2024-02-29 09:01:31.000
325;New;2024-02-03 11:00:00.000
326;New;2024-03-01 12:00:00.000
326;Handed to courier;2024-03-01 20:33:24.000
326;Done;2024-03-02 11:30:19.000
327;New;2024-03-07 12:00:00.000
327;Handed to courier;2024-03-07 14:47:24.000
327;In Progress;2024-03-07 13:05:59.000
328;New;2024-02-29 15:00:00.000
328;Handed to courier;2024-02-29 18:11:35.000
328;Cancelled;2024-02-29 20:45:38.000
329;New;2024-03-04 08:00:00.000
329;Handed to courier;2024-03-05 03:19:07.000
330;New;2024-03-05 16:00:00.000
330;Handed to courier;2024-03-06 13:16:01.000
330;In Progress;2024-03-05 21:15:07.000
330;Cancelled;2024-03-08 10:06:03.000
331;New;2024-03-04 11:00:00.000
331;Handed to courier;2024-03-04 20:23:50.000
331;In Progress;2024-03-05 22:52:09.000
331;Done;2024-03-06 01:11:09.000
332;New;2024-02-27 18:35:00.000
332;Handed to courier;2024-02-28 19:25:47.000
332;In Progress;2024-03-01 00:40:45.000
332;Done;2024-03-03 06:28:18.000
333;New;2024-03-04 11:00:00.000
333;Handed to courier;2024-03-05 18:03:08.000
333;In Progress;2024-03-06 14:46:26.000
333;Done;2024-03-08 02:46:28.000
334;New;2024-03-03 18:35:00.000
334;Handed to courier;2024-03-05 16:52:43.000
334;In Progress;2024-03-06 15:45:46.000
334;Done;2024-03-06 16:13:27.000
335;New;2024-02-29 12:00:00.000
335;Handed to courier;2024-03-01 15:34:34.000
335;In Progress;2024-03-03 02:03:22.000
335;Done;2024-03-03 23:30:32.000
336;New;2024-02-29 19:00:00.000
336;Handed to courier;2024-03-01 10:16:45.000
336;In Progress;2024-03-02 17:37:50.000
336;Done;2024-03-03 08:07:28.000
337;New;2024-02-29 12:00:00.000
337;Handed to courier;2024-03-02 05:30:08.000
337;Done;2024-03-03 04:45:47.000
338;New;2024-03-01 12:00:00.000
338;Handed to courier;2024-03-01 17:51:54.000
338;Done;2024-03-03 00:58:00.000
339;New;2024-03-02 15:00:00.000
339;Handed to courier;2024-03-02 20:09:20.000
339;In Progress;2024-03-02 16:34:43.000
339;Done;2024-03-05 12:00:43.000
340;New;2024-02-22 14:40:00.000
340;Handed to courier;2024-02-22 21:02:51.000
341;New;2024-02-26 12:00:00.000
341;Handed to courier;2024-02-28 11:37:09.000
341;In Progress;2024-02-29 06:47:22.000
342;New;2024-02-21 10:00:00.000
342;Handed to courier;2024-02-21 19:08:39.000
342;Cancelled;2024-02-23 06:36:36.000
343;New;2024-02-23 14:00:00.000
344;New;2024-02-26 14:40:00.000
345;New;2024-02-26 12:00:00.000
345;Handed to courier;2024-02-26 23:07:59.000
345;In Progress;2024-02-28 06:50:40.000
345;Done;2024-02-28 18:56:04.000
346;New;2024-02-26 12:00:00.000
346;Handed to courier;2024-02-27 02:33:36.000
346;Done;2024-02-27 20:07:15.000
347;New;2024-02-24 14:00:00.000
347;Handed to courier;2024-02-25 06:31:35.000
347;In Progress;2024-02-26 11:21:12.000
347;Done;2024-02-26 21:45:48.000
348;New;2024-02-20 12:00:00.000
348;Handed to courier;2024-02-21 08:25:07.000
348;In Progress;2024-02-22 04:28:51.000
349;New;2024-02-25 17:00:00.000
349;Handed to courier;2024-02-25 19:38:51.000
350;New;2024-02-23 10:00:00.000
350;Handed to courier;2024-02-23 10:08:07.000
350;In Progress;2024-02-23 22:50:29.000
351;New;2024-02-21 17:00:00.000
351;Handed to courier;2024-02-21 17:58:14.000
351;In Progress;2024-02-23 03:47:14.000
352;New;2024-02-18 15:00:00.000
352;Handed to courier;2024-02-19 06:47:07.000
352;Done;2024-02-19 13:02:51.000
353;New;2024-02-15 14:00:00.000
353;Handed to courier;2024-02-16 10:17:10.000
353;In Progress;2024-02-18 13:47:36.000
353;Done;2024-02-18 21:02:01.000
354;New;2024-02-19 15:30:00.000
354;Handed to courier;2024-02-19 18:39:31.000
355;New;2024-02-19 14:15:00.000
355;Handed to courier;2024-02-20 07:04:17.000
356;New;2024-02-22 15:00:00.000
356;Handed to courier;2024-02-23 21:00:07.000
356;In Progress;2024-02-25 13:09:12.000
356;Done;2024-02-26 05:11:15.000
357;New;2024-02-22 12:00:00.000
357;Handed to courier;2024-02-23 18:33:48.000
357;In Progress;2024-02-24 20:11:32.000
357;Done;2024-02-24 23:09:49.000
358;New;2024-02-21 15:30:00.000
359;New;2024-02-16 12:00:00.000
359;Handed to courier;2024-02-17 11:10:33.000
359;In Progress;2024-02-18 06:10:48.000
359;Done;2024-02-20 09:17:54.000
360;New;2024-02-18 14:15:00.000
360;Handed to courier;2024-02-18 21:14:58.000
360;In Progress;2024-02-20 06:03:24.000
360;Done;2024-02-21 05:01:04.000
361;New;2024-02-15 17:00:00.000
361;Handed to courier;2024-02-16 04:15:19.000
361;In Progress;2024-02-18 09:48:09.000
361;Done;2024-02-18 15:07:19.000
362;New;2024-02-18 17:00:00.000
363;New;2024-02-19 14:00:00.000
364;New;2024-02-11 20:30:00.000
364;Handed to courier;2024-02-12 09:17:44.000
364;In Progress;2024-02-14 07:57:58.000
364;Done;2024-02-14 22:26:08.000
365;New;2024-02-14 20:30:00.000
365;Handed to courier;2024-02-15 17:57:05.000
365;Done;2024-02-15 17:58:08.000
366;New;2024-02-17 09:00:00.000
366;Handed to courier;2024-02-17 16:25:04.000
367;New;2024-02-15 09:00:00.000
367;Handed to courier;2024-02-15 10:35:09.000
367;Done;2024-02-16 20:27:37.000
368;New;2024-02-09 15:30:00.000
368;Handed to courier;2024-02-10 22:16:38.000
368;In Progress;2024-02-12 00:27:35.000
368;Done;2024-02-12 17:52:29.000
369;New;2024-02-04 17:00:00.000
369;Handed to courier;2024-02-06 04:54:21.000
369;In Progress;2024-02-07 01:24:57.000
369;Done;2024-02-07 15:42:07.000
370;New;2024-02-11 15:30:00.000
371;New;2024-02-03 12:00:00.000
371;Handed to courier;2024-02-03 13:16:51.000
372;New;2024-02-09 15:00:00.000
372;Handed to courier;2024-02-10 13:45:57.000
373;New;2024-02-03 11:00:00.000
373;Handed to courier;2024-02-03 16:48:21.000
373;In Progress;2024-02-04 22:50:37.000
373;Cancelled;2024-02-05 22:27:53.000
374;New;2024-02-05 12:00:00.000
374;Handed to courier;2024-02-05 20:37:55.000
374;In Progress;2024-02-05 23:22:51.000
374;Done;2024-02-07 14:13:23.000
375;New;2024-02-03 20:34:00.000
375;Handed to courier;2024-02-04 15:23:35.000
375;In Progress;2024-02-05 11:15:29.000
376;New;2024-02-07 17:00:00.000
376;Handed to courier;2024-02-08 09:38:05.000
376;In Progress;2024-02-09 15:49:11.000
376;Done;2024-02-09 15:08:31.000
377;New;2024-02-03 18:00:00.000
377;Handed to courier;2024-02-04 08:30:54.000
377;Done;2024-02-03 19:08:33.000
378;New;2024-02-06 20:34:00.000
378;Handed to courier;2024-02-08 16:11:15.000
378;Done;2024-02-09 14:29:23.000
379;New;2024-02-02 18:00:00.000
379;Handed to courier;2024-02-03 10:31:48.000
379;In Progress;2024-02-02 20:51:42.000
379;Done;2024-02-05 18:00:11.000
380;New;2024-02-04 18:30:00.000
380;Handed to courier;2024-02-04 21:13:56.000
381;New;2024-01-24 11:00:00.000
381;Handed to courier;2024-01-26 07:40:54.000
381;Done;2024-01-26 14:45:22.000
382;New;2024-01-25 13:00:00.000
382;Handed to courier;2024-01-25 23:17:45.000
382;Done;2024-01-26 20:34:46.000
383;New;2024-01-26 19:00:00.000
383;Handed to courier;2024-01-27 10:42:07.000
383;In Progress;2024-01-27 19:11:49.000
384;New;2024-01-17 10:00:00.000
384;Handed to courier;2024-01-18 02:45:57.000
384;In Progress;2024-01-19 03:41:53.000
384;Done;2024-01-19 13:03:24.000
385;New;2024-01-26 10:00:00.000
385;Handed to courier;2024-01-27 22:11:33.000
385;In Progress;2024-01-28 23:35:28.000
385;Done;2024-01-28 19:11:18.000
386;New;2024-01-27 18:00:00.000
386;Handed to courier;2024-01-28 01:50:54.000
386;In Progress;2024-01-28 01:04:06.000
386;Cancelled;2024-01-28 17:32:53.000
387;New;2024-01-26 09:00:00.000
387;Handed to courier;2024-01-26 10:40:55.000
387;Done;2024-01-26 19:33:44.000
388;New;2024-01-28 10:00:00.000
388;Handed to courier;2024-01-30 05:26:02.000
388;Done;2024-01-31 02:03:06.000
389;New;2024-01-24 19:00:00.000
389;Handed to courier;2024-01-25 11:05:07.000
390;New;2024-01-28 19:00:00.000
391;New;2024-01-22 09:00:00.000
392;New;2024-01-23 19:00:00.000
392;Handed to courier;2024-01-24 03:36:25.000
392;In Progress;2024-01-24 11:10:06.000
392;Done;2024-01-24 15:05:59.000
393;New;2024-01-23 18:00:00.000
393;Handed to courier;2024-01-24 10:16:05.000
393;In Progress;2024-01-25 02:19:36.000
393;Done;2024-01-26 06:25:40.000
394;New;2024-01-25 11:00:00.000
394;Handed to courier;2024-01-26 03:08:20.000
394;In Progress;2024-01-25 16:23:18.000
395;New;2024-01-25 12:00:00.000
396;New;2024-01-26 18:30:00.000
396;Handed to courier;2024-01-27 07:39:33.000
396;Done;2024-01-28 02:41:23.000
397;New;2024-01-24 18:30:00.000
397;Handed to courier;2024-01-25 14:37:36.000
397;In Progress;2024-01-24 20:00:07.000
397;Done;2024-01-25 07:03:10.000
398;New;2024-01-22 12:00:00.000
398;Handed to courier;2024-01-23 07:50:44.000
398;Done;2024-01-22 12:39:21.000
399;New;2024-01-25 13:00:00.000
399;Handed to courier;2024-01-25 21:41:50.000
399;Cancelled;2024-01-26 23:28:49.000
400;New;2024-01-19 12:00:00.000
400;Handed to courier;2024-01-20 06:53:14.000
400;Cancelled;2024-01-19 16:02:19.000
401;New;2024-01-23 12:00:00.000
401;Handed to courier;2024-01-23 20:22:52.000
401;In Progress;2024-01-26 05:08:23.000
402;New;2024-01-23 09:00:00.000
402;Handed to courier;2024-01-23 12:24:22.000
402;In Progress;2024-01-25 04:39:16.000
402;Done;2024-01-24 15:55:53.000
403;New;2024-01-23 09:00:00.000
403;Handed to courier;2024-01-23 15:31:22.000
403;Done;2024-01-25 09:32:06.000
404;New;2024-01-20 10:00:00.000
404;Handed to courier;2024-01-20 16:16:12.000
404;In Progress;2024-01-23 14:42:55.000
404;Cancelled;2024-01-24 23:12:24.000
405;New;2024-01-21 10:00:00.000
405;Handed to courier;2024-01-21 14:55:45.000
405;In Progress;2024-01-23 10:23:48.000
406;New;2024-01-20 17:00:00.000
406;Handed to courier;2024-01-20 18:09:21.000
406;In Progress;2024-01-21 15:41:01.000
406;Done;2024-01-22 09:55:23.000
407;New;2024-01-17 11:00:00.000
408;New;2024-01-22 10:00:00.000
408;Handed to courier;2024-01-23 00:55:11.000
408;Done;2024-01-23 14:17:30.000
409;New;2024-01-15 10:00:00.000
409;Handed to courier;2024-01-15 21:13:30.000
409;In Progress;2024-01-18 00:18:15.000
409;Done;2024-01-18 23:13:54.000
410;New;2024-01-10 19:00:00.000
410;Handed to courier;2024-01-11 18:23:21.000
410;In Progress;2024-01-12 22:36:05.000
410;Done;2024-01-15 05:27:20.000
411;New;2024-01-17 09:00:00.000
411;Handed to courier;2024-01-18 01:06:41.000
411;In Progress;2024-01-19 02:29:45.000
412;New;2024-01-14 20:00:00.000
412;Handed to courier;2024-01-14 23:13:21.000
412;In Progress;2024-01-15 13:36:17.000
412;Done;2024-01-15 15:38:02.000
413;New;2024-01-12 12:00:00.000
413;Handed to courier;2024-01-12 20:20:47.000
413;In Progress;2024-01-14 10:14:54.000
413;Done;2024-01-15 09:31:23.000
414;New;2024-01-14 10:00:00.000
414;Handed to courier;2024-01-14 11:18:22.000
414;Done;2024-01-17 05:56:38.000
415;New;2024-01-11 20:00:00.000
416;New;2024-01-10 20:00:00.000
416;Handed to courier;2024-01-11 19:53:12.000
416;In Progress;2024-01-12 03:30:05.000
417;New;2024-01-13 12:00:00.000
417;Handed to courier;2024-01-14 11:07:06.000
417;In Progress;2024-01-14 04:33:01.000
418;New;2024-01-13 11:00:00.000
418;Handed to courier;2024-01-15 03:22:52.000
418;In Progress;2024-01-16 04:00:22.000
418;Cancelled;2024-01-16 03:52:16.000
419;New;2024-01-12 11:00:00.000
419;Handed to courier;2024-01-14 09:52:22.000
419;In Progress;2024-01-15 16:45:17.000
419;Done;2024-01-17 10:34:22.000
420;New;2024-01-07 16:00:00.000
420;Handed to courier;2024-01-09 09:17:31.000
420;In Progress;2024-01-10 12:14:20.000
421;New;2024-01-06 20:00:00.000
422;New;2024-01-12 10:00:00.000
423;New;2024-01-04 12:00:00.000
423;Handed to courier;2024-01-04 18:21:20.000
423;Done;2024-01-04 18:47:57.000
424;New;2024-01-08 18:00:00.000
424;Handed to courier;2024-01-09 16:16:50.000
424;In Progress;2024-01-09 20:00:04.000
424;Done;2024-01-11 13:10:39.000
425;New;2024-01-04 16:00:00.000
425;Handed to courier;2024-01-05 15:01:01.000
425;In Progress;2024-01-04 22:34:31.000
426;New;2024-01-08 18:00:00.000
426;Handed to courier;2024-01-09 13:54:08.000
426;Done;2024-01-10 23:11:57.000
427;New;2024-01-04 11:50:00.000
427;Handed to courier;2024-01-04 14:17:33.000
427;In Progress;2024-01-07 11:16:47.000
428;New;2024-01-09 11:50:00.000
428;Handed to courier;2024-01-10 03:15:55.000
428;Cancelled;2024-01-11 23:31:55.000
429;New;2024-01-03 14:00:00.000
429;Handed to courier;2024-01-04 09:21:46.000
429;In Progress;2024-01-04 02:35:07.000
430;New;2024-01-02 18:00:00.000
430;Handed to courier;2024-01-04 10:25:39.000
430;Done;2024-01-05 17:46:37.000
431;New;2024-01-03 14:00:00.000
431;Handed to courier;2024-01-04 08:13:00.000
432;New;2024-01-03 18:00:00.000
432;Handed to courier;2024-01-04 14:05:29.000
432;In Progress;2024-01-06 17:39:36.000
432;Done;2024-01-07 08:17:17.000
433;New;2024-01-05 16:00:00.000
433;Handed to courier;2024-01-05 22:24:35.000
433;Done;2024-01-08 15:02:41.000
434;New;2024-01-05 12:00:00.000
435;New;2024-01-02 16:00:00.000
435;Handed to courier;2024-01-03 14:51:50.000
435;Cancelled;2024-01-05 07:23:07.000
436;New;2024-01-03 09:00:00.000
436;Handed to courier;2024-01-03 10:48:21.000
436;Done;2024-01-04 09:03:41.000
437;New;2023-12-30 19:00:00.000
437;Handed to courier;2023-12-31 10:35:02.000
437;In Progress;2024-01-01 15:12:53.000
437;Done;2024-01-02 17:59:15.000
438;New;2024-01-02 09:00:00.000
438;Handed to courier;2024-01-03 04:03:20.000
438;Cancelled;2024-01-04 01:43:54.000
439;New;2024-01-01 18:00:00.000
440;New;2023-12-30 14:47:00.000
440;Handed to courier;2023-12-31 06:46:47.000
440;Done;2024-01-01 15:19:12.000
441;New;2023-12-28 18:00:00.000
441;Handed to courier;2023-12-29 10:10:44.000
441;In Progress;2023-12-29 12:39:08.000
441;Done;2023-12-29 09:24:03.000
442;New;2023-12-31 14:47:00.000
442;Handed to courier;2024-01-01 13:49:03.000
442;In Progress;2024-01-01 12:11:13.000
442;Done;2024-01-02 07:04:00.000
443;New;2023-12-22 18:00:00.000
443;Handed to courier;2023-12-23 06:34:45.000
443;In Progress;2023-12-25 01:24:31.000
444;New;2023-12-28 19:00:00.000
445;New;2023-12-23 19:30:00.000
445;Handed to courier;2023-12-24 17:42:47.000
445;In Progress;2023-12-25 11:23:44.000
446;New;2023-12-21 15:00:00.000
446;Handed to courier;2023-12-22 08:47:43.000
446;In Progress;2023-12-22 13:56:07.000
446;Done;2023-12-22 14:09:05.000
447;New;2023-12-23 19:30:00.000
448;New;2023-12-16 19:00:00.000
448;Handed to courier;2023-12-17 04:59:45.000
448;Done;2023-12-17 00:27:12.000
449;New;2023-12-20 15:00:00.000
449;Handed to courier;2023-12-20 21:09:37.000
449;In Progress;2023-12-21 21:07:29.000
449;Done;2023-12-23 18:13:11.000
450;New;2023-12-23 17:00:00.000
450;Handed to courier;2023-12-23 21:49:58.000
450;In Progress;2023-12-26 09:09:54.000
451;New;2023-12-21 18:00:00.000
451;Handed to courier;2023-12-21 23:36:56.000
451;In Progress;2023-12-23 23:19:53.000
452;New;2023-12-18 17:00:00.000
452;Handed to courier;2023-12-19 09:27:34.000
452;Done;2023-12-20 07:21:04.000
453;New;2023-12-22 15:00:00.000
454;New;2023-12-19 19:00:00.000
454;Handed to courier;2023-12-20 06:09:14.000
454;Done;2023-12-20 08:54:55.000
455;New;2023-12-09 14:00:00.000
455;Handed to courier;2023-12-10 01:25:28.000
455;In Progress;2023-12-09 18:56:50.000
455;Cancelled;2023-12-09 16:05:50.000
456;New;2023-12-19 13:00:00.000
457;New;2023-12-23 15:00:00.000
457;Handed to courier;2023-12-23 22:24:47.000
457;Done;2023-12-25 22:44:35.000
458;New;2023-12-21 19:00:00.000
458;Handed to courier;2023-12-22 09:26:10.000
458;Done;2023-12-22 19:03:38.000
459;New;2023-12-18 13:00:00.000
459;Handed to courier;2023-12-19 08:40:03.000
459;Done;2023-12-18 18:07:16.000
460;New;2023-12-19 19:00:00.000
460;Handed to courier;2023-12-20 18:47:16.000
460;In Progress;2023-12-20 18:07:45.000
460;Done;2023-12-21 04:20:26.000
461;New;2023-12-03 18:00:00.000
461;Handed to courier;2023-12-04 05:08:22.000
461;Done;2023-12-05 14:10:37.000
462;New;2023-12-12 13:00:00.000
462;Handed to courier;2023-12-12 14:32:47.000
462;Done;2023-12-14 05:11:52.000
463;New;2023-12-14 14:00:00.000
464;New;2023-12-16 14:30:00.000
464;Handed to courier;2023-12-16 15:31:36.000
464;Done;2023-12-16 17:12:56.000
465;New;2023-12-13 19:00:00.000
465;Handed to courier;2023-12-14 08:35:34.000
465;Done;2023-12-13 22:09:15.000
466;New;2023-12-16 14:30:00.000
466;Handed to courier;2023-12-17 07:32:06.000
