InternalId;LoadDate;CustomerName;DeliveryCity;DeliveryAddress;DeliveryDate;DeliveryTime;PackageType;Comment
173;2024-05-25 18:00:00.000;"OOO ""Би-Ван Кеноби""";Набережные Челны; ул. ВИКТОРА ПОЛЯКОВА д. 20 г под. 4 1 эт.;27.05.2024;18:00:00;Письмо;NULL
174;2024-05-23 18:00:00.000;"OOO ""Би-Ван Кеноби""";Набережные Челны; ул. ВИКТОРА ПОЛЯКОВА д. 20 г под. 4 1 эт.;27.05.2024;18:00:00;Бандероль;NULL
175;2024-05-21 18:30:00.000;"ЗАО ""Чное обучение""";Набережные Челны; хадикарташа 23;27.05.2024;18:30:00;Бандероль;NULL
176;2024-05-17 16:00:00.000;"ЗАО ""Чное обучение""";Набережные Челны; Г. НАБЕРЕЖНЫЕ ЧЕЛНЫ УЛ. РАСКОЛЬНИКОВА 11А;24.05.2024;16:00:00;Письмо;NULL
177;2024-05-18 12:00:00.000;"OOO ""Би-Ван Кеноби""";Альметьевск; советская 165 а;24.05.2024;12:00:00;Письмо;NULL
178;2024-05-23 16:00:00.000;ИП М.А.Н;Набережные Челны; Г. НАБЕРЕЖНЫЕ ЧЕЛНЫ УЛ. РАСКОЛЬНИКОВА 11А;24.05.2024;16:00:00;Бандероль;NULL
179;2024-05-21 12:00:00.000;"ПАО ""Альто""";Альметьевск; советская 165 а;24.05.2024;12:00:00;Бандероль;NULL
180;2024-05-20 12:00:00.000;ИП М.А.Н;Набережные Челны; ул Комарова, д 20;24.05.2024;12:00:00;Бандероль;NULL
181;2024-05-15 17:15:00.000;"OOO ""Моя Оборона""";Набережные Челны; ул. Александра Грина д 9;21.05.2024;17:15:00;Письмо;NULL
182;2024-05-14 17:30:00.000;ИП М.А.Н;Альметьевск; УЛ. ШЕВЧЕНКО, д. 160 ;21.05.2024;17:30:00;Бандероль;NULL
183;2024-05-19 17:15:00.000;OOO РиК;Набережные Челны; ул. Александра Грина д 9;21.05.2024;17:15:00;Письмо;NULL
184;2024-05-14 11:00:00.000;"ЗАО ""Чное обучение""";Альметьевск; пр строителей 30\1 ;21.05.2024;11:00:00;Письмо;NULL
185;2024-05-15 13:00:00.000;"OOO ""Би-Ван Кеноби""";Альметьевск; ГЕРЦЕНА 90 124;17.05.2024;13:00:00;Бандероль;NULL
186;2024-05-19 17:30:00.000;"OOO ""Моя Оборона""";Альметьевск; УЛ. ШЕВЧЕНКО, д. 160 ;21.05.2024;17:30:00;Бандероль;NULL
187;2024-05-15 11:00:00.000;"OOO ""Би-Ван Кеноби""";Альметьевск; пр строителей 30\1 ;21.05.2024;11:00:00;Бандероль;NULL
188;2024-05-15 18:00:00.000;OOO РиК;Набережные Челны; ПР-КТ. МОСКОВСКИЙ, 89;20.05.2024;18:00:00;Письмо;NULL
189;2024-05-15 11:00:00.000;"OOO ""Моя Оборона""";Нижнекамск; Вокзальная 26б ;17.05.2024;11:00:00;Письмо;NULL
190;2024-05-09 10:00:00.000;"OOO ""Моя Оборона""";Набережные Челны;  , ПР-КТ. ЧУЛМАН,  71Д;16.05.2024;10:00:00;Бандероль;NULL
191;2024-05-13 13:00:00.000;ИП М.А.Н;Альметьевск; ГЕРЦЕНА 90 124;17.05.2024;13:00:00;Бандероль;NULL
192;2024-05-16 11:00:00.000;OOO РиК;Нижнекамск; Вокзальная 26б ;17.05.2024;11:00:00;Письмо;NULL
193;2024-05-10 10:00:00.000;ИП М.А.Н;Набережные Челны;  , ПР-КТ. ЧУЛМАН,  71Д;16.05.2024;10:00:00;Бандероль;NULL
194;2024-05-07 21:00:00.000;OOO РиК;Альметьевск; РИНАТА ГАЛЕЕВА;13.05.2024;21:00:00;Письмо;NULL
195;2024-04-26 13:00:00.000;"OOO ""Моя Оборона""";Нижнекамск; ул. Мира, д.32 ;29.04.2024;13:00:00;Письмо;NULL
196;2024-05-06 21:00:00.000;OOO РиК;Альметьевск; РИНАТА ГАЛЕЕВА;13.05.2024;21:00:00;Бандероль;NULL
197;2024-05-06 16:00:00.000;"OOO ""Би-Ван Кеноби""";Набережные Челны; ПР-КТ. ХАСАНА ТУФАНА;10.05.2024;16:00:00;Письмо;NULL
198;2024-05-06 10:00:00.000;"OOO ""Моя Оборона""";Набережные Челны; ПР-КТ. СЮЮМБИКЕ, д. 17;13.05.2024;10:00:00;Бандероль;NULL
199;2024-05-04 20:00:00.000;"OOO ""Би-Ван Кеноби""";Набережные Челны; ПР-КТ. В.ФОМЕНКО Д. 74;11.05.2024;20:00:00;Бандероль;NULL
200;2024-05-07 18:00:00.000;"ПАО ""Альто""";Набережные Челны; ПР-КТ. ИМ ВАХИТОВА  д 25;09.05.2024;18:00:00;Письмо;NULL
201;2024-05-09 14:20:00.000;"OOO ""Би-Ван Кеноби""";Нижнекамск; УЛ. СЮЮМБИКЕ Д,75 КВ,169;10.05.2024;14:20:00;Бандероль;NULL
202;2024-05-05 20:00:00.000;"ПАО ""Альто""";Набережные Челны; ПР-КТ. В.ФОМЕНКО Д. 74;11.05.2024;20:00:00;Бандероль;NULL
203;2024-05-09 16:00:00.000;ИП М.А.Н;Набережные Челны; ПР-КТ. ХАСАНА ТУФАНА;10.05.2024;16:00:00;Бандероль;NULL
204;2024-05-03 14:20:00.000;"OOO ""Моя Оборона""";Нижнекамск; УЛ. СЮЮМБИКЕ Д,75 КВ,169;10.05.2024;14:20:00;Бандероль;NULL
205;2024-05-04 11:00:00.000;"ПАО ""Альто""";Набережные Челны; УЛ. СОВЕТСКАЯ 2;09.05.2024;11:00:00;Бандероль;NULL
206;2024-05-07 18:00:00.000;OOO РиК;Набережные Челны; ПР-КТ. ИМ ВАХИТОВА  д 25;09.05.2024;18:00:00;Бандероль;NULL
207;2024-05-04 11:00:00.000;"OOO ""Би-Ван Кеноби""";Набережные Челны; УЛ. СОВЕТСКАЯ 2;09.05.2024;11:00:00;Письмо;NULL
208;2024-05-04 10:00:00.000;"ЗАО ""Чное обучение""";Набережные Челны; цветочный бульвар  д 1;08.05.2024;10:00:00;Письмо;NULL
209;2024-05-06 10:00:00.000;OOO РиК;Набережные Челны; проспект Казанский 230Б;08.05.2024;10:00:00;Письмо;NULL
210;2024-05-02 10:00:00.000;"ПАО ""Альто""";Набережные Челны; проспект Казанский 230Б;08.05.2024;10:00:00;Письмо;NULL
211;2024-05-02 10:00:00.000;"ЗАО ""Чное обучение""";Набережные Челны; цветочный бульвар  д 1;08.05.2024;10:00:00;Бандероль;NULL
212;2024-05-07 14:00:00.000;ИП М.А.Н;Набережные Челны; Комарова 20 ;08.05.2024;14:00:00;Письмо;NULL
213;2024-05-05 16:00:00.000;ИП М.А.Н;Набережные Челны; УЛ. АВАНГАРДНАЯ д 63;08.05.2024;16:00:00;Письмо;NULL
214;2024-05-03 10:00:00.000;OOO РиК;Набережные Челны; Индустриальный проезд  д.62/21;04.05.2024;10:00:00;Письмо;NULL
215;2024-05-01 15:00:00.000;"ЗАО ""Чное обучение""";Набережные Челны; ул Дружбы Народов , д. 1 ;05.05.2024;15:00:00;Бандероль;NULL
216;2024-04-27 13:00:00.000;"ЗАО ""Чное обучение""";Набережные Челны; Мира 24Б;04.05.2024;13:00:00;Бандероль;NULL
217;2024-04-30 11:00:00.000;"ПАО ""Альто""";Набережные Челны; Поселок Зяб комплекс 15\12 4 подъезд ;01.05.2024;11:00:00;Бандероль;NULL
218;2024-05-03 13:00:00.000;"ПАО ""Альто""";Набережные Челны; Мира 24Б;04.05.2024;13:00:00;Бандероль;NULL
219;2024-04-28 10:00:00.000;"OOO ""Моя Оборона""";Набережные Челны; Индустриальный проезд  д.62/21;04.05.2024;10:00:00;Бандероль;NULL
220;2024-04-27 22:00:00.000;"OOO ""Моя Оборона""";Альметьевск; УЛ. РИЗЫ ФАХРЕТДИНА  59, 63;03.05.2024;22:00:00;Бандероль;NULL
221;2024-04-26 10:00:00.000;"OOO ""Би-Ван Кеноби""";Набережные Челны; УЛ. ТАН 209а;01.05.2024;10:00:00;Бандероль;NULL
222;2024-04-13 20:00:00.000;ИП М.А.Н;Набережные Челны; пер. Косырева д. 6 а;20.04.2024;20:00:00;Бандероль;NULL
223;2024-04-30 10:00:00.000;"OOO ""Би-Ван Кеноби""";Набережные Челны; УЛ. ТАН 209а;01.05.2024;10:00:00;Письмо;NULL
224;2024-04-26 11:00:00.000;ИП М.А.Н;Набережные Челны; Поселок Зяб комплекс 15\12 4 подъезд ;01.05.2024;11:00:00;Письмо;NULL
225;2024-04-17 20:00:00.000;ИП М.А.Н;Набережные Челны; пер. Косырева д. 6 а;20.04.2024;20:00:00;Письмо;NULL
226;2024-04-22 10:00:00.000;"ПАО ""Альто""";Набережные Челны; ул. 40 лет победы д. 25 подьезд 5;28.04.2024;10:00:00;Бандероль;NULL
227;2024-04-18 09:00:00.000;"ПАО ""Альто""";Нижнекамск; УЛ. ЧУЛМАН д 17;25.04.2024;09:00:00;Письмо;NULL
228;2024-04-15 19:00:00.000;"OOO ""Моя Оборона""";Нижнекамск; ул Гагарина 29 ;22.04.2024;19:00:00;Бандероль;NULL
229;2024-04-24 13:00:00.000;"OOO ""Би-Ван Кеноби""";Нижнекамск; ул. Мира, д.32 ;29.04.2024;13:00:00;Письмо;NULL
230;2024-04-27 11:00:00.000;ИП М.А.Н;Набережные Челны; УЛ. АРКЫЛЫ, д. 3В ;29.04.2024;11:00:00;Письмо;NULL
231;2024-04-24 11:00:00.000;OOO РиК;Набережные Челны; УЛ. АРКЫЛЫ, д. 3В ;29.04.2024;11:00:00;Письмо;NULL
232;2024-04-22 10:00:00.000;"ЗАО ""Чное обучение""";Набережные Челны; ул. 40 лет победы д. 25 подьезд 5;28.04.2024;10:00:00;Письмо;NULL
233;2024-04-22 19:00:00.000;"ЗАО ""Чное обучение""";Нижнекамск; Г. НИЖНЕКАМСК ПР-КТ. ХИМИКОВ 64 197;26.04.2024;19:00:00;Бандероль;NULL
234;2024-04-21 19:00:00.000;ИП М.А.Н;Нижнекамск; Г. НИЖНЕКАМСК ПР-КТ. ХИМИКОВ 64 197;26.04.2024;19:00:00;Бандероль;NULL
235;2024-04-23 18:00:00.000;OOO РиК;Набережные Челны; УЛ. СОВЕТСКАЯ, 10А;24.04.2024;18:00:00;Письмо;NULL
236;2024-04-18 17:10:00.000;"ЗАО ""Чное обучение""";Нижнекамск; Г. НИЖНЕКАМСК ПР-КТ. ХИМИКОВ 76Дартира  49;25.04.2024;17:10:00;Бандероль;NULL
237;2024-04-23 11:00:00.000;"OOO ""Моя Оборона""";Набережные Челны; Проспект Чулман, дом 40/13А ;25.04.2024;11:00:00;Бандероль;NULL
238;2024-04-18 09:00:00.000;"OOO ""Би-Ван Кеноби""";Нижнекамск; УЛ. ЧУЛМАН д 17;25.04.2024;09:00:00;Бандероль;NULL
239;2024-04-21 12:00:00.000;"ПАО ""Альто""";Набережные Челны; ул. Пахметшина д.1 ;24.04.2024;12:00:00;Письмо;NULL
240;2024-04-18 18:00:00.000;ИП М.А.Н;Набережные Челны; УЛ. СОВЕТСКАЯ, 10А;24.04.2024;18:00:00;Бандероль;NULL
241;2024-04-21 12:00:00.000;ИП М.А.Н;Набережные Челны; ул. Пахметшина д.1 ;24.04.2024;12:00:00;Бандероль;NULL
242;2024-03-23 14:41:00.000;"OOO ""Би-Ван Кеноби""";Нижнекамск; ПР-КТ. МИРА,  Д.30, КВ. 107;26.03.2024;14:41:00;Бандероль;NULL
243;2024-04-14 16:00:00.000;ИП М.А.Н;Альметьевск; Проспект Строителей 37;18.04.2024;16:00:00;Бандероль;NULL
244;2024-04-19 19:00:00.000;"OOO ""Би-Ван Кеноби""";Нижнекамск; ул Гагарина 29 ;22.04.2024;19:00:00;Письмо;NULL
245;2024-04-20 11:00:00.000;ИП М.А.Н;Набережные Челны; улица виктора полякова, д 9артира 95;22.04.2024;11:00:00;Бандероль;NULL
246;2024-04-13 16:00:00.000;"ЗАО ""Чное обучение""";Альметьевск; Проспект Строителей 37;18.04.2024;16:00:00;Письмо;NULL
247;2024-04-16 19:30:00.000;"ПАО ""Альто""";Альметьевск; Белоглазова д50;17.04.2024;19:30:00;Бандероль;NULL
248;2024-04-11 19:30:00.000;OOO РиК;Альметьевск; Белоглазова д50;17.04.2024;19:30:00;Письмо;NULL
249;2024-04-13 16:30:00.000;"ПАО ""Альто""";Нижнекамск; чабьинская 5а подъезд 7 номерартиры 104 ;15.04.2024;16:30:00;Бандероль;NULL
250;2024-04-11 15:00:00.000;"OOO ""Моя Оборона""";Набережные Челны; ул. Железнодорожников д. 63 ;15.04.2024;15:00:00;Бандероль;NULL
251;2024-04-14 16:30:00.000;"ЗАО ""Чное обучение""";Нижнекамск; чабьинская 5а подъезд 7 номерартиры 104 ;15.04.2024;16:30:00;Бандероль;NULL
252;2024-04-12 15:00:00.000;ИП М.А.Н;Набережные Челны; ул. Железнодорожников д. 63 ;15.04.2024;15:00:00;Бандероль;NULL
253;2024-04-09 15:00:00.000;"OOO ""Моя Оборона""";Набережные Челны; проезд. Хлебный, д. 30;12.04.2024;15:00:00;Письмо;NULL
254;2024-04-09 11:30:00.000;"OOO ""Би-Ван Кеноби""";Набережные Челны; проспект дружбы народов д 33 ;11.04.2024;11:30:00;Письмо;NULL
255;2024-04-07 15:00:00.000;"OOO ""Би-Ван Кеноби""";Нижнекамск; УЛ. СЮЮМБИКЕ 9;12.04.2024;15:00:00;Бандероль;NULL
256;2024-04-11 15:00:00.000;OOO РиК;Набережные Челны; проезд. Хлебный, д. 30;12.04.2024;15:00:00;Бандероль;NULL
257;2024-04-09 18:00:00.000;ИП М.А.Н;Зеленодольск;  УЛ. КИРПИЧНАЯ, 10;10.04.2024;18:00:00;Письмо;NULL
258;2024-03-30 15:00:00.000;"OOO ""Би-Ван Кеноби""";Набережные Челны; УЛ. ГИДРОСТРОИТЕЛЕЙ, д9, 3 подъезд, 2 этаж, домофон 35;04.04.2024;15:00:00;Бандероль;NULL
259;2024-04-06 18:00:00.000;OOO РиК;Зеленодольск;  УЛ. КИРПИЧНАЯ, 10;10.04.2024;18:00:00;Письмо;NULL
260;2024-04-04 10:30:00.000;OOO РиК;Набережные Челны; Проспект Челман 61;08.04.2024;10:30:00;Письмо;NULL
261;2024-04-04 09:00:00.000;"OOO ""Моя Оборона""";Нижнекамск; УЛ. ТУКАЯ 20;09.04.2024;09:00:00;Бандероль;NULL
262;2024-04-08 11:30:00.000;OOO РиК;Набережные Челны; проспект дружбы народов д 33 ;11.04.2024;11:30:00;Письмо;NULL
263;2024-04-06 16:00:00.000;"ПАО ""Альто""";Набережные Челны; пр-кт. Мира, д. 33Б;08.04.2024;16:00:00;Бандероль;NULL
264;2024-04-07 16:00:00.000;"OOO ""Моя Оборона""";Набережные Челны; пр-кт. Мира, д. 33Б;08.04.2024;16:00:00;Письмо;NULL
265;2024-04-02 10:30:00.000;OOO РиК;Набережные Челны; Проспект Челман 61;08.04.2024;10:30:00;Письмо;NULL
266;2024-04-11 13:00:00.000;ИП М.А.Н;Зеленодольск; ул. Сайдашева, д. 11А;12.04.2024;13:00:00;Письмо;NULL
267;2024-04-10 13:00:00.000;OOO РиК;Зеленодольск; ул. Сайдашева, д. 11А;12.04.2024;13:00:00;Письмо;NULL
268;2024-04-03 19:00:00.000;"OOO ""Би-Ван Кеноби""";Альметьевск; УЛ. ГАГАРИНА, д. 22 под. 3, эт. 3;05.04.2024;19:00:00;Бандероль;NULL
269;2024-03-29 19:00:00.000;"ЗАО ""Чное обучение""";Альметьевск; УЛ. ГАГАРИНА, д. 22 под. 3, эт. 3;05.04.2024;19:00:00;Бандероль;NULL
270;2024-03-30 15:00:00.000;OOO РиК;Набережные Челны; Проспект Мусы Джалиля  д. 74 ;04.04.2024;15:00:00;Бандероль;NULL
271;2024-03-29 15:00:00.000;"OOO ""Би-Ван Кеноби""";Набережные Челны; ПР-КТ. РАИСА БЕЛЯЕВА 42Б, ;04.04.2024;15:00:00;Письмо;NULL
272;2024-04-05 18:00:00.000;ИП М.А.Н;Набережные Челны; ул. ХАСАНА ТУФАНА д 22;06.04.2024;18:00:00;Письмо;NULL
273;2024-03-28 18:07:00.000;"ЗАО ""Чное обучение""";Набережные Челны; АДЕЛЯ КУТУЯ 5 6;03.04.2024;18:07:00;Бандероль;NULL
274;2024-04-03 15:00:00.000;"ПАО ""Альто""";Набережные Челны; ПР-КТ. РАИСА БЕЛЯЕВА 42Б, ;04.04.2024;15:00:00;Бандероль;NULL
275;2024-03-29 15:00:00.000;ИП М.А.Н;Набережные Челны; Проспект Мусы Джалиля  д. 74 ;04.04.2024;15:00:00;Письмо;NULL
276;2024-03-29 15:00:00.000;ИП М.А.Н;Набережные Челны; УЛ. ГИДРОСТРОИТЕЛЕЙ, д9, 3 подъезд, 2 этаж, домофон 35;04.04.2024;15:00:00;Письмо;NULL
277;2024-03-28 15:00:00.000;"ЗАО ""Чное обучение""";Набережные Челны; Б-Р. МОЛОДЕЖНЫЙ д.5;03.04.2024;15:00:00;Бандероль;NULL
278;2024-03-28 18:07:00.000;ИП М.А.Н;Набережные Челны; АДЕЛЯ КУТУЯ 5 6;03.04.2024;18:07:00;Бандероль;NULL
279;2024-03-29 15:00:00.000;OOO РиК;Набережные Челны; Б-Р. МОЛОДЕЖНЫЙ д.5;03.04.2024;15:00:00;Письмо;NULL
280;2024-03-28 16:30:00.000;"ЗАО ""Чное обучение""";Набережные Челны; ПР-КТ. МОСКОВСКИЙ, д. 144 ;30.03.2024;16:30:00;Письмо;NULL
281;2024-03-26 16:30:00.000;OOO РиК;Набережные Челны; ПР-КТ. МОСКОВСКИЙ, д. 144 ;30.03.2024;16:30:00;Письмо;NULL
282;2024-01-08 10:00:00.000;"OOO ""Моя Оборона""";Набережные Челны; Новый город д. 49;13.01.2024;10:00:00;Письмо;NULL
283;2024-03-25 18:10:00.000;"OOO ""Моя Оборона""";Набережные Челны; Авангардная ул., 49 ;28.03.2024;18:10:00;Бандероль;NULL
284;2024-03-27 15:00:00.000;"OOO ""Би-Ван Кеноби""";Нижнекамск; ул Рифката Гайнуллина, д 4;28.03.2024;15:00:00;Бандероль;NULL
285;2024-03-26 09:00:00.000;ИП М.А.Н;Набережные Челны; ул Николая Иванцова, д 1 к в;28.03.2024;09:00:00;Бандероль;NULL
286;2024-03-27 15:00:00.000;ИП М.А.Н;Нижнекамск; ул Рифката Гайнуллина, д 4;28.03.2024;15:00:00;Письмо;NULL
287;2024-03-27 18:10:00.000;"ЗАО ""Чное обучение""";Набережные Челны; Авангардная ул., 49 ;28.03.2024;18:10:00;Письмо;NULL
288;2024-03-22 18:00:00.000;OOO РиК;Нижнекамск; корабельная, 19;25.03.2024;18:00:00;Письмо;NULL
289;2024-03-22 16:35:00.000;"OOO ""Моя Оборона""";Альметьевск; пр-кт. Габдуллы Тукая, д. 36 помещ. 2н;26.03.2024;16:35:00;Бандероль;NULL
290;2024-03-23 16:35:00.000;"ПАО ""Альто""";Альметьевск; пр-кт. Габдуллы Тукая, д. 36 помещ. 2н;26.03.2024;16:35:00;Бандероль;NULL
291;2024-03-22 14:41:00.000;"OOO ""Би-Ван Кеноби""";Нижнекамск; ПР-КТ. МИРА,  Д.30, КВ. 107;26.03.2024;14:41:00;Бандероль;NULL
292;2024-03-18 18:00:00.000;"ЗАО ""Чное обучение""";Нижнекамск; корабельная, 19;25.03.2024;18:00:00;Бандероль;NULL
293;2024-03-18 18:30:00.000;"OOO ""Моя Оборона""";Набережные Челны; село Мелекес ул Молодежная д.8 ;22.03.2024;18:30:00;Письмо;NULL
294;2024-03-21 09:00:00.000;"OOO ""Би-Ван Кеноби""";Набережные Челны; ул Николая Иванцова, д 1 к в;28.03.2024;09:00:00;Письмо;NULL
295;2024-03-15 18:30:00.000;"ПАО ""Альто""";Набережные Челны; село Мелекес ул Молодежная д.8 ;22.03.2024;18:30:00;Бандероль;NULL
296;2024-03-19 13:00:00.000;OOO РиК;Нижнекамск; УЛ. ТИХАЯ АЛЛЕЯ, ДОМ 12 артира 18 ;22.03.2024;13:00:00;Письмо;NULL
297;2024-03-17 19:00:00.000;"OOO ""Моя Оборона""";Набережные Челны; ул. Машиностроительная д.75 ;20.03.2024;19:00:00;Письмо;NULL
298;2024-03-20 13:00:00.000;"OOO ""Моя Оборона""";Нижнекамск; УЛ. ТИХАЯ АЛЛЕЯ, ДОМ 12 артира 18 ;22.03.2024;13:00:00;Бандероль;NULL
299;2024-03-18 11:00:00.000;"OOO ""Моя Оборона""";Набережные Челны; ПР-КТ. В.ФОМЕНКО 95;20.03.2024;11:00:00;Письмо;NULL
300;2024-03-16 19:00:00.000;"OOO ""Моя Оборона""";Набережные Челны; ул. Машиностроительная д.75 ;20.03.2024;19:00:00;Бандероль;NULL
301;2024-03-18 11:00:00.000;"OOO ""Моя Оборона""";Набережные Челны; ПР-КТ. В.ФОМЕНКО 95;20.03.2024;11:00:00;Письмо;NULL
302;2024-03-15 12:00:00.000;ИП М.А.Н;Набережные Челны; пр-кт автозаводский 49/104;19.03.2024;12:00:00;Письмо;NULL
303;2024-03-11 18:00:00.000;"ЗАО ""Чное обучение""";Набережные Челны; УЛ. ВИКТОРА ПОЛЯКОВА д 12в;17.03.2024;18:00:00;Письмо;NULL
304;2024-03-14 12:00:00.000;OOO РиК;Набережные Челны; пр-кт автозаводский 49/104;19.03.2024;12:00:00;Письмо;NULL
305;2024-03-14 11:00:00.000;"ПАО ""Альто""";Зеленодольск; ул. Гоголя д.1;18.03.2024;11:00:00;Бандероль;NULL
306;2024-03-11 19:00:00.000;"ЗАО ""Чное обучение""";Набережные Челны; Садовый переулок, 13/5;18.03.2024;19:00:00;Бандероль;NULL
307;2024-03-13 19:00:00.000;"ПАО ""Альто""";Набережные Челны; Садовый переулок, 13/5;18.03.2024;19:00:00;Бандероль;NULL
308;2024-03-16 18:00:00.000;"OOO ""Би-Ван Кеноби""";Набережные Челны; УЛ. ВИКТОРА ПОЛЯКОВА д 12в;17.03.2024;18:00:00;Письмо;NULL
309;2024-03-12 09:00:00.000;"ЗАО ""Чное обучение""";Набережные Челны; Проспект Мира 99;16.03.2024;09:00:00;Бандероль;NULL
310;2024-03-10 15:00:00.000;"ЗАО ""Чное обучение""";Набережные Челны; ПР-КТ. РАИСА БЕЛЯЕВА 50А;15.03.2024;15:00:00;Бандероль;NULL
311;2024-03-13 09:00:00.000;"ЗАО ""Чное обучение""";Набережные Челны; Проспект Мира 99;16.03.2024;09:00:00;Письмо;NULL
312;2024-03-08 17:30:00.000;"OOO ""Моя Оборона""";Нижнекамск; ул Студенческая д 35;14.03.2024;17:30:00;Бандероль;NULL
313;2024-03-16 11:00:00.000;"ЗАО ""Чное обучение""";Зеленодольск; ул. Гоголя д.1;18.03.2024;11:00:00;Письмо;NULL
314;2024-03-08 19:00:00.000;"ПАО ""Альто""";Набережные Челны; УЛ. ИМ АЛЕКСАНДРА ГРИНА, д. 15А;14.03.2024;19:00:00;Письмо;NULL
315;2024-03-08 12:00:00.000;"OOO ""Моя Оборона""";Набережные Челны; ТАТАРСТАН РЕСП, Г. НАБЕРЕЖНЫЕ ЧЕЛНЫ, УЛ. 40 ЛЕТ ПОБЕДЫ, д. 63 ;14.03.2024;12:00:00;Письмо;NULL
316;2024-03-07 17:30:00.000;OOO РиК;Нижнекамск; ул Студенческая д 35;14.03.2024;17:30:00;Бандероль;NULL
317;2024-03-08 15:00:00.000;ИП М.А.Н;Набережные Челны; ПР-КТ. РАИСА БЕЛЯЕВА 50А;15.03.2024;15:00:00;Бандероль;NULL
318;2024-03-10 19:00:00.000;ИП М.А.Н;Набережные Челны; УЛ. ИМ АЛЕКСАНДРА ГРИНА, д. 15А;14.03.2024;19:00:00;Письмо;NULL
319;2024-03-13 12:00:00.000;OOO РиК;Набережные Челны; ТАТАРСТАН РЕСП, Г. НАБЕРЕЖНЫЕ ЧЕЛНЫ, УЛ. 40 ЛЕТ ПОБЕДЫ, д. 63 ;14.03.2024;12:00:00;Письмо;NULL
320;2024-03-05 10:00:00.000;"ПАО ""Альто""";Набережные Челны;  б-р Домостроителей, д 2;11.03.2024;10:00:00;Письмо;NULL
321;2024-03-08 18:05:00.000;"ПАО ""Альто""";Набережные Челны; проспект московский 80а, 86;10.03.2024;18:05:00;Бандероль;NULL
322;2024-03-03 18:05:00.000;"OOO ""Би-Ван Кеноби""";Набережные Челны; проспект московский 80а, 86;10.03.2024;18:05:00;Письмо;NULL
323;2024-03-06 10:00:00.000;ИП М.А.Н;Набережные Челны;  б-р Домостроителей, д 2;11.03.2024;10:00:00;Бандероль;NULL
324;2024-02-29 08:00:00.000;"ПАО ""Альто""";Набережные Челны; Набережночелнинский проспект д.16а;07.03.2024;08:00:00;Письмо;NULL
325;2024-02-03 11:00:00.000;OOO РиК;Альметьевск; УЛ. РАДИЩЕВА ДОМ 9 КВ. 2;10.02.2024;11:00:00;Бандероль;NULL
326;2024-03-01 12:00:00.000;"ПАО ""Альто""";Нижнекамск; ул Сююмбике, д 75;08.03.2024;12:00:00;Письмо;NULL
327;2024-03-07 12:00:00.000;"ПАО ""Альто""";Нижнекамск; ул Сююмбике, д 75;08.03.2024;12:00:00;Письмо;NULL
328;2024-02-29 15:00:00.000;"ЗАО ""Чное обучение""";Нижнекамск; Строителей 50 ;04.03.2024;15:00:00;Письмо;NULL
329;2024-03-04 08:00:00.000;"OOO ""Моя Оборона""";Набережные Челны; Набережночелнинский проспект д.16а;07.03.2024;08:00:00;Бандероль;NULL
330;2024-03-05 16:00:00.000;ИП М.А.Н;Зеленодольск; ул. Королева, д. зд 3А;06.03.2024;16:00:00;Бандероль;NULL
331;2024-03-04 11:00:00.000;ИП М.А.Н;Набережные Челны; Шамиль Усманова 50 г  ;06.03.2024;11:00:00;Бандероль;NULL
332;2024-02-27 18:35:00.000;"ПАО ""Альто""";Набережные Челны;" проспект хасана туфана 6/01, театр ""либерта""";05.03.2024;18:35:00;Бандероль;NULL
333;2024-03-04 11:00:00.000;"OOO ""Би-Ван Кеноби""";Набережные Челны; Шамиль Усманова 50 г  ;06.03.2024;11:00:00;Бандероль;NULL
334;2024-03-03 18:35:00.000;ИП М.А.Н;Набережные Челны;" проспект хасана туфана 6/01, театр ""либерта""";05.03.2024;18:35:00;Письмо;NULL
335;2024-02-29 12:00:00.000;"OOO ""Би-Ван Кеноби""";Набережные Челны; Проспект Сююмбике д 65/35 подьезд 11 , этаж 2;04.03.2024;12:00:00;Письмо;NULL
336;2024-02-29 19:00:00.000;"OOO ""Моя Оборона""";Набережные Челны; ул . ПР-КТ. ЧУЛМАН дом 36 А  ;04.03.2024;19:00:00;Бандероль;NULL
337;2024-02-29 12:00:00.000;"ПАО ""Альто""";Нижнекамск; Карабельная 44, островок литай;04.03.2024;12:00:00;Бандероль;NULL
338;2024-03-01 12:00:00.000;ИП М.А.Н;Набережные Челны; Проспект Сююмбике д 65/35 подьезд 11 , этаж 2;04.03.2024;12:00:00;Бандероль;NULL
339;2024-03-02 15:00:00.000;"OOO ""Моя Оборона""";Нижнекамск; Строителей 50 ;04.03.2024;15:00:00;Письмо;NULL
340;2024-02-22 14:40:00.000;"OOO ""Би-Ван Кеноби""";Набережные Челны; пр-кт. Хасана Туфана, д. 43, 1 этаж, офис, клиент спустится;29.02.2024;14:40:00;Бандероль;NULL
341;2024-02-26 12:00:00.000;"OOO ""Би-Ван Кеноби""";Нижнекамск; Улица 30 лет победы, 12/19 ;29.02.2024;12:00:00;Бандероль;NULL
342;2024-02-21 10:00:00.000;"ЗАО ""Чное обучение""";Набережные Челны; ПР-КТ. ЯШЬЛЕК д37;27.02.2024;10:00:00;Письмо;NULL
343;2024-02-23 14:00:00.000;ИП М.А.Н;Набережные Челны; ПР-КТ. ЧУЛМАН 142;29.02.2024;14:00:00;Бандероль;NULL
